id,severity,cvss_score,cvss_vector,finding_type,title,description,impact,mitigation,replication_steps,host_detection_techniques,network_detection_techniques,references,finding_guidance,tags,extra_fields
664,Medium,,,AD,RC4 or DES encryption type is supported by Domain Controllers,"The use of outdated encryption algorithms such as RC4 or DES by domain controllers poses a significant security threat. These legacy algorithms are susceptible to downgrade attacks, where attackers force the use of weaker encryption to facilitate cryptanalysis. Cryptographic vulnerabilities in RC4 and DES can be exploited to compromise the confidentiality and integrity of sensitive data transmitted within the network.",,"<p>To mitigate this vulnerability, it is crucial to take the following steps:</p><ol><li>Audit the current encryption settings on all domain controllers to identify the use of RC4 or DES.</li><li>Update the domain controllers' configuration to disable support for RC4 and DES encryption.</li><li>Enforce the use of modern, secure encryption protocols, such as AES, across all domain controllers.</li><li>Conduct thorough testing in a controlled environment to ensure compatibility and stability before making changes in the production environment.</li><li>Monitor network traffic and logs post-implementation to ensure the new encryption settings are applied correctly and there are no unintended disruptions.</li></ol>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
669,Medium,,,AD,Risky RODC credential caching,"The inclusion of privileged users in Read-Only Domain Controller (RODC) Password Replication Policies poses a security risk due to the potential replication of their credentials to systems that may not have the same level of security as standard Domain Controllers (DCs). This can lead to unauthorized access if the RODC is compromised, as it would allow attackers to gain access to high-privilege accounts and further exploit the network.",,"<p>To mitigate this risk, it is crucial to take the following actions:</p><ul><li>Exclude privileged users from the RODC Password Replication Policies to prevent their credentials from being cached on potentially less secure RODC systems.</li><li>Ensure that accounts with elevated privileges are replicated only to standard Domain Controllers (DCs) that have robust security measures in place.</li><li>Regularly review and audit the Password Replication Policies to ensure that they align with security best practices and the organization's security policy.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
672,Medium,,,AD,Shadow Credentials on privileged objects,"The finding involves the presence of shadow credentials on privileged objects, specifically allowing users to write to the msDS-KeyCredentialLink attribute of privileged accounts. This attribute can be manipulated to introduce unauthorized credentials, potentially leading to privilege escalation, particularly when PKINIT (Public Key Cryptography for Initial Authentication) is enabled. The risk here is significant because it allows attackers to gain elevated access within the network, bypassing traditional security controls and compromising the integrity of privileged accounts.",,"<p>To address this issue, implement the following remediation steps:</p><ul><li><strong>Restrict Access:</strong> Limit write permissions to the <em>msDS-KeyCredentialLink</em> attribute so that only the account owner or trusted identity services can modify it.</li><li><strong>Review Privileges:</strong> Conduct regular audits of account permissions to ensure that no unauthorized modifications can be made.</li><li><strong>Enable Monitoring:</strong> Set up continuous monitoring and alerting for changes to key credential attributes, focusing on privileged accounts.</li><li><strong>Implement PKINIT Safeguards:</strong> If PKINIT is in use, ensure additional security measures are in place to protect against unauthorized credential injections.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
678,Medium,,,AD,Trust accounts with old passwords,"Trust accounts with old passwords are at an increased risk of being compromised. Over time, passwords can become vulnerable due to factors such as data breaches, unauthorized access, or password-sharing practices. If a trust account password has not been changed within the past year, it may lead to stale trust relationships, which can be exploited by malicious actors to gain unauthorized access to sensitive systems or data. Regularly updating trust account passwords helps to mitigate this risk by ensuring that only authorized users have access and reducing the likelihood of password-related security breaches.",,"<ul><li>Implement a policy to <strong>rotate trust account passwords</strong> at least annually. This can be automated using password management tools.</li><li>Conduct regular audits to <strong>identify and decommission unused or orphaned trust accounts</strong> to minimize unnecessary security risks.</li><li>Educate users about the importance of <strong>strong, unique passwords</strong> and the risks associated with password reuse and sharing.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
680,Medium,,,AD,Unprivileged accounts with adminCount=1,The presence of unprivileged accounts still flagged with adminCount=1 indicates that these accounts were once part of privileged groups but have not been properly downgraded. This misconfiguration poses a security risk as it may allow an account to be inadvertently granted administrative privileges or be targeted by attackers seeking privilege escalation. Ensuring that adminCount=1 is only applied to active privileged accounts is crucial to maintaining secure access controls.,,"<ul><li>Conduct a comprehensive audit of all accounts with adminCount=1 to verify their current group memberships.</li><li>For accounts no longer in privileged groups, update their attributes to remove the adminCount=1 designation.</li><li>Implement a regular review process to automate the detection and correction of such misconfigurations.</li><li>Consider enhancing monitoring and alerting mechanisms to detect unauthorized changes to account privilege statuses.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
682,Medium,,,AD,Unprivileged principals as DNS Admins,"The presence of non-privileged users within the DNS Admins group constitutes a security vulnerability by increasing the risk of DNS-based persistence or misuse. Unauthorized individuals gaining DNS administrative capabilities can exploit this to manipulate DNS records, potentially redirecting traffic, intercepting sensitive data, or causing service outages. Such actions can undermine the integrity, confidentiality, and availability of network services.",,"<p>To address this issue, follow these remediation steps:</p><ol><li>Conduct a thorough review of the current membership of the DNS Admin group.</li><li>Identify and remove any users who do not require DNS administrative privileges.</li><li>Implement strict access controls to ensure that only authorized administrators can be added to the group.</li><li>Regularly audit group membership to maintain compliance with security policies.</li></ol><p>By ensuring that only necessary personnel have DNS administrative rights, you can minimize the risk of unauthorized access and potential DNS misuse.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
693,Medium,,,AD,Users and computers with non-default Primary Group IDs,"The presence of users and computers with non-default Primary Group IDs represents a potential security risk because it can indicate attempts at stealthy privilege escalation. This tactic may allow malicious actors to bypass standard group membership auditing processes, making it difficult to detect unauthorized access or elevated privileges. If not properly managed, this vulnerability could be exploited to compromise sensitive systems and data.",,"<ul><li>Conduct a thorough audit of all user and computer accounts to identify any non-default Primary Group IDs.</li><li>Verify whether the use of non-default Primary Group IDs is documented and has received proper authorization.</li><li>Reset any unauthorized or undocumented non-default Primary Group IDs to their default values to maintain consistency and security across the network.</li><li>Implement monitoring and alerting mechanisms to detect any future changes to Primary Group IDs, ensuring prompt response to unauthorized modifications.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
694,Medium,,,AD,Users and computers without readable PGID,"The finding identifies that certain users or computers lack the permissions necessary to read their Primary Group ID (PGID). This issue may arise from intentional obfuscation attempts to hide group affiliations, which can impede visibility into user and group relationships. Such a lack of transparency poses a security risk as it can hinder effective auditing and monitoring efforts, potentially allowing unauthorized changes to go unnoticed.",,"<p>To address this issue, it is recommended to:</p><ul><li>Restore read permissions to the Primary Group ID attributes for affected users and computers.</li><li>Conduct a thorough review of group membership policies to ensure transparency and compliance with organizational standards.</li><li>Implement regular audits to verify that group relationships are accurately reflected and accessible to authorized personnel.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
696,Medium,,,AD,Users with Kerberos pre- authentication disabled,"Kerberos pre-authentication is a critical security feature that helps protect user accounts from unauthorized access. When disabled, it allows attackers to execute ASREP-Roasting attacks, a technique that enables them to extract password hashes from users without the need for authentication. This can lead to potential unauthorized access to sensitive information and systems, posing a significant security risk to the organization.",,"<p>To mitigate this risk, it is essential to enable Kerberos pre-authentication for all user accounts. This can be achieved by following these steps:</p><ol><li>Open the Active Directory Users and Computers console.</li><li>Navigate to the user account properties for each affected user.</li><li>Under the <em>Account</em> tab, ensure the option <strong>‘Do not require Kerberos preauthentication’</strong> is unchecked.</li><li>Apply the changes and confirm that they are properly propagated across the domain.</li><li>Consider establishing a policy to ensure all new user accounts have this setting enabled by default.</li></ol><p>Implementing these measures will significantly enhance the security posture of the organization by protecting against potential ASREP-Roasting attacks.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
697,Medium,,,AD,Users with old passwords,"The security finding indicates that passwords for some user accounts have not been updated in over 180 days. This situation poses a significant security risk as it increases the vulnerability of these accounts to brute-force or credential stuffing attacks. Over time, as passwords remain unchanged, they become more susceptible to being compromised by unauthorized entities seeking to exploit aged credentials. Ensuring regular updates to passwords is a fundamental security measure to protect sensitive data and maintain the integrity of user accounts.",,"<p>To address this issue, it is recommended to <strong>enforce a password expiration policy</strong> that mandates users to update their passwords at regular intervals, preferably every 180 days or less. Additionally, initiate a process to <strong>rotate all passwords</strong> that currently exceed this age threshold to mitigate potential security breaches. Implementing these steps will greatly enhance the security posture of the user accounts and reduce the risk of unauthorized access.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
698,Medium,,,AD,Users with Password Never Expires flag set,"The 'Password Never Expires' flag is set on certain user accounts, which poses a significant security risk by increasing the susceptibility of these accounts to brute-force and password-guessing attacks. Without the requirement for periodic password changes, the likelihood of a compromised password remaining in use over time increases, potentially allowing unauthorized access to sensitive systems and data.",,"<p>To mitigate this risk, it is recommended to <strong>remove the 'Password Never Expires' setting</strong> from all user accounts. <ul><li>Identify all accounts with this setting enabled.</li><li>Enforce regular password expiration policies, especially for accounts with elevated privileges.</li><li>Establish a robust password management policy that includes guidelines for creating strong passwords and regular updates.</li></ul></p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
700,Medium,,,AD,Users with ServicePrincipalName defined,"User accounts having ServicePrincipalNames (SPNs) configured can potentially be a vector for Kerberos-based attacks, such as Kerberoasting. These attacks can exploit SPNs to extract service account credentials, leading to unauthorized access and lateral movement within the network. Ensuring that only necessary SPNs are defined and that they are properly secured is crucial to mitigating this risk.",,"<p>To mitigate the risks associated with defined ServicePrincipalNames (SPNs):</p><ul><li><strong>Conduct a thorough audit:</strong> Identify all user accounts with SPNs and evaluate their necessity for Kerberized service operations.</li><li><strong>Remove unnecessary SPNs:</strong> For accounts where SPNs are not required, promptly remove them to reduce attack surfaces.</li><li><strong>Implement strict access controls:</strong> Ensure that only authorized personnel can manage SPNs and related configurations.</li><li><strong>Regular monitoring and review:</strong> Continuously monitor for changes in SPN assignments and review them periodically to ensure compliance with security policies.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
703,Medium,,,AD,Weak certificate encryption,"The certificates stored in Active Directory are currently utilizing weak encryption algorithms, specifically keys that are less than 2048 bits or Digital Signature Algorithm (DSA). This vulnerability poses a significant security risk as it may allow malicious attackers to exploit the weak encryption to impersonate certificate-authenticated users. By doing so, they could potentially gain unauthorized access to sensitive information or systems, leading to data breaches or other malicious activities.",,<ul><li>Conduct a comprehensive audit of all certificates stored in Active Directory to identify those using weak encryption.</li><li>Replace any identified weak certificates with new ones that utilize RSA encryption with a key size of at least 2048 bits.</li><li>Ensure that Digital Signature Algorithm (DSA) certificates are phased out and no longer used in the organization.</li><li>Update organizational policies to enforce the use of strong encryption standards for all certificates.</li><li>Regularly review and update encryption practices to align with industry standards and emerging threats.</li></ul>,,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
705,Medium,,,AD,Writable shortcuts found in GPO,"The presence of writable shortcuts in Group Policy Objects (GPOs) poses a significant security risk as it grants low-privileged users the ability to modify these shortcuts. This capability can be exploited to alter login paths or scripts, potentially leading to privilege escalation. By manipulating these shortcuts, malicious users can execute unauthorized actions, which may compromise the integrity, confidentiality, and availability of the system. This vulnerability is particularly concerning in environments where sensitive operations are automated through scripts executed at login or startup.",,"<p>To remediate this issue, it is essential to <strong>restrict write access</strong> to Group Policy Object shortcuts exclusively to trusted administrative users. Follow these steps:</p><ol><li>Review the current permissions set on GPOs to identify any non-administrative users with write access to shortcuts.</li><li>Use the Group Policy Management Console to modify permissions, ensuring that only designated administrative accounts hold the necessary write privileges.</li><li>Regularly audit GPO permissions to detect and correct any unauthorized changes.</li></ol><p>Implementing these changes will strengthen the security posture by minimizing the risk of privilege escalation through unauthorized GPO modifications.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
771,Medium,,,Azure,Configure Azure Activity Log Alerting,"<p>Azure Monitoring's ability to alert based on high-risk events in event logs is crucial for maintaining security posture. Without proper alert configuration, potentially malicious activities might go unnoticed, leading to delays in response and increasing the risk of data breaches or system compromises. Configuring Azure Activity Log Alerting ensures that when specified high-risk events occur, immediate alerts are generated, allowing for prompt investigation and remedial action.</p>",,"<p>To mitigate this security risk, follow these steps:</p>

<ul>

<li><strong>Access Azure Portal:</strong> Navigate to the Azure Portal and log in with appropriate credentials.</li>

<li><strong>Configure Alerts:</strong> Go to the Azure Monitor and select 'Alerts'. Create a new alert rule that targets the Azure Activity Log.</li>

<li><strong>Define Conditions:</strong> Specify the conditions that you consider high-risk and need monitoring.</li>

<li><strong>Set Actions:</strong> Configure the actions to be taken when the alert is triggered, such as notifying the security team.</li>

<li><strong>Test and Validate:</strong> Ensure the alert works by simulating events and verifying the alert triggers correctly.</li>

</ul>

<p>Ensure rules exist for the following actions:</p>

<ul>

<li>Create Policy Assignment</li>

<li>Create/Update Network Security Group</li>

<li>Create/Update Network Security Group Rule</li>

<li>Create/Update Security Solution</li>

<li>Create/Update/Delete SQL Firewall Rule</li>

<li>Delete Network Security Group</li>

<li>Delete Network Security Group Rule</li>

<li>Delete Security Solution</li>

<li>Activate Global Administrator</li>

</ul>",,,,,,"Azure,scoutsuite","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
774,Medium,,,Azure,Disallow All Azure Services by Default from SQL Databases,"Allowing all Azure IPs to access the database service by default poses a significant security risk as it exposes the database to potential unauthorized access and attacks. By default, any Azure service can connect to the database, which can lead to data breaches, unauthorized data manipulation, and other security vulnerabilities. Restricting database access is crucial to ensure that only authorized services and users can interact with sensitive data, thereby maintaining data integrity and confidentiality.",,<ul><li>Navigate to the SQL database settings in the Azure portal.</li><li>Disable public access by modifying the firewall and virtual network settings.</li><li>Configure private endpoints to allow only specific Azure services and users to connect.</li><li>Regularly review and update access policies to ensure compliance with security best practices.</li></ul>,,,,,,"Azure,scoutsuite","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""High""}"
776,Medium,,,Azure,Disallow Public Access to Storage Accounts,"Storage accounts, when accessible from all public sources, pose a significant security risk due to the potential for unauthorized access and data breaches. This default setting can expose sensitive data to malicious actors if not properly configured. By allowing public access, you increase the attack surface and vulnerability to attacks such as data exfiltration and unauthorized data manipulation.",,"<p>To mitigate this risk, perform the following steps:</p><ul><li>Navigate to the Azure Portal and access the settings of your storage account.</li><li>Under the <strong>Networking</strong> tab, select <strong>Firewalls and virtual networks</strong>.</li><li>Disable the <strong>Allow access from all networks</strong> option to prevent public access.</li><li>Configure private endpoints to securely connect to your storage account from other Azure services, ensuring data remains within the Azure network.</li><li>Regularly audit access logs and permissions to maintain security compliance.</li></ul>",,,,,,"Azure,scoutsuite","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""High""}"
775,Medium,,,Azure,Rotate Access Keys on Storage Accounts,"Access keys for storage accounts that are not rotated regularly can become a significant security risk. If these keys are compromised, unauthorized users could potentially access sensitive data and resources, leading to data breaches or data loss. Regularly rotating access keys helps ensure that even if a key is compromised, its utility is limited to a short timeframe, thereby reducing the risk of unauthorized access.",,"<p>To address this issue, perform the following steps:</p><ul><li>Manually rotate the access keys by navigating to the storage account settings and generating new keys.</li><li>Update any applications or services that use these keys with the new key information to prevent service interruptions.</li><li>Establish and document an internal process for key rotation, ensuring that it occurs on a regular schedule (e.g., every 90 days).</li><li>Consider automating the key rotation process using available tools or scripts to minimize human error and streamline operations.</li><li>Communicate the updated process and schedule to all relevant stakeholders to ensure compliance and awareness.</li></ul>",,,,,,"Azure,scoutsuite","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""High""}"
770,Medium,,,Azure,Update .NET Verison on Application Server,"The application server is currently operating with an outdated version of the .NET Framework. Utilizing an outdated framework can expose the system to various security vulnerabilities due to the lack of security patches and updates that are present in newer versions. This can also hinder the application from leveraging newer, more secure features and enhancements, potentially leaving the server open to exploitation by malicious actors.",,"<p>To address this issue, it is crucial to <strong>update the .NET Framework</strong> to the latest stable release. This involves:</p><ul><li>Reviewing the current application dependencies and ensuring compatibility with the new framework version.</li><li>Testing the application in a staging environment to identify any potential issues arising from the update.</li><li>Coordinating with development and operations teams to schedule the update during a maintenance window to minimize disruption.</li><li>Deploying the update and monitoring application performance and security post-deployment.</li></ul>",,,,,,"Azure,scoutsuite","{""levelofeffort"": ""High"", ""remediation_impact"": ""High""}"
794,Medium,,,Disaster Recovery,Encryption of Backups,"<p><span style=""font-weight: 400;"">Enterprise grade backup solutions allow you to protect data both while it is in transit between backup components and at rest.  If you rely heavily on remote DR sites, focus should taken to ensure the confidentiality of {{ client.name }}'s data stored in backups.</span></p>",,<p>Review your backup solutions documentation for backup encryption and implement at your convenience.</p>,,,,,,,"{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
791,Medium,,,Disaster Recovery,Implement Backup Validation,<p>Backups should be validated for integrity and availability.  Enterprise backup solutions often include an automated backup validation module that can alleviate the manual need to perform a test restore.</p>,,<p>Deploy an enterprise grade backup validation solution or establish a Standard Operating Procedure (SOP) for testing backups quarterly.</p>,,,,"<p>https://www.acronis.com/en-us/blog/posts/best-practices-for-verifying-and-validating-your-backups/</p>
<p>https://aws.amazon.com/blogs/aws/automatic-restore-testing-and-validation-is-now-available-in-aws-backup/</p>",,,"{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
795,Medium,,,Disaster Recovery,Protection of Backup Systems Configuration,"<p><span style=""font-weight: 400;"">In the case of server/application failure, the backup system's configuration should be backed up on a tertiary appliance to ensure its viability for restores.  This data contains the backup objects, repositories, and schedules. </span></p>",,<p>Ensure your backup system's configuration is backed up a tertiary storage solution.</p>,,,,<p>https://helpcenter.veeam.com/docs/backup/vsphere/export_vbr_config.html?ver=120</p>,,,"{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
549,Medium,,,Hybrid,AD privileged users that are synced to AAD,"The synchronization of privileged Active Directory (AD) users to Azure Active Directory (AAD) poses a significant security risk. This dual-environment exposure can potentially allow threat actors to compromise both your cloud and on-premises environments. Privileged accounts, due to their elevated access, are prime targets for attackers seeking to escalate their privileges and gain unauthorized access to sensitive data and systems. When these accounts are synchronized with AAD, the potential attack surface is effectively doubled, making it imperative to address this vulnerability proactively.",,"<p>To mitigate this risk, it is essential to limit the synchronization of high-privilege accounts between AD and AAD. Consider the following remediation steps:</p><ul><li>Implement policies to restrict the synchronization of privileged accounts. Only synchronize accounts that absolutely require dual-environment access.</li><li>For administrative access in Azure, prefer using cloud-only accounts with appropriate role-based access controls (RBAC) to limit permissions.</li><li>Regularly review and audit synchronized accounts to ensure compliance with security policies and promptly respond to any unauthorized changes.</li></ul>",,,,,,"Purple Knight,Hybrid","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
625,Medium,,,Hybrid,More than 5 Global Administrators exist,"Having more than five Global Administrators in the environment significantly increases the risk of privileged account compromise. Global Administrators hold the highest level of access and control over the system, meaning their credentials are highly sought after by malicious actors. An excessive number of such accounts widens the attack surface, making it easier for unauthorized users to gain elevated access and potentially causing severe security breaches.",,"<p>To mitigate this risk, it is essential to <strong>limit the number of Global Administrators</strong> to five or fewer. This will help reduce the attack surface and enhance the management of privileged access. It is recommended to regularly audit and review the necessity of each Global Administrator account, ensuring that only essential personnel have such privileges.</p>",,,,,,"Purple Knight,Hybrid","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
667,Medium,,,Hybrid,Resource Based Constrained Delegation applied to AZUREADSSOACC account,"The Azure SSO account (AZUREADSSOACC) is configured with Resource-Based Constrained Delegation (RBCD). This configuration could potentially allow attackers to impersonate users or services without proper authorization. RBCD permits specific services to impersonate users to other services. If misconfigured, it may provide an attack vector for privilege escalation and unauthorized access to resources, undermining the security framework of the Azure environment.",,"<ul><li>Review the configuration of the AZUREADSSOACC account and ensure that Resource-Based Constrained Delegation (RBCD) is not applied unless absolutely necessary.</li><li>Limit the delegation settings strictly to trusted services that require it for their operation.</li><li>Regularly audit and monitor access to the AZUREADSSOACC account to detect any unauthorized attempts at impersonation.</li><li>Implement additional authentication measures, such as multi-factor authentication, to enhance security controls around this account.</li></ul>",,,,,,"Purple Knight,Hybrid","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
675,Medium,,,Hybrid,SSO computer account with password last set over 90 days ago,"The Azure SSO computer account password has not been updated in over 90 days. This delay in password rotation significantly increases the risk of Kerberos Ticket Granting Service (TGS) forgery attacks. Older passwords are more susceptible to being compromised, which could potentially allow unauthorized access to critical systems and sensitive data. Regularly updating passwords is a crucial security measure to safeguard against unauthorized access and maintain the integrity of authentication systems.",,"<p>To mitigate this risk, perform the following steps:</p><ul><li>Ensure that the <strong>AZUREADSSOACC</strong> password is rotated manually every 30 days if automatic rotation is not configured.</li><li>Review and enable automatic password rotation policies for all service accounts to streamline this process and reduce human error.</li><li>Implement monitoring alerts for password age to notify administrators when a password is nearing its rotation threshold.</li></ul>",,,,,,"Purple Knight,Hybrid","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
800,Medium,,,Network,Network Performance Monitoring,"<p><span style=""font-weight: 400;"">Performance monitoring allows the establishment of a baseline, by which engineers can detect anomaly behavior and proactively address issues before they escalate to outages.  </span></p>",,<p>Implement a solution to perform ongoing monitoring of your network environment.  This will greatly increase the mean-time-to-resolution for network issues as an established baseline of normalcy can be observable.</p>,,,,,,,"{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
626,Medium,,,Okta,New API token was created,"A newly created high-privilege API token was detected, which poses a significant security risk. This token facilitates programmatic access to sensitive actions within Okta, potentially allowing unauthorized entities to perform critical operations. Such tokens can be exploited by malicious actors to bypass user authentication mechanisms, manipulate configurations, or extract confidential information, thereby compromising the security posture of the organization.",,"<p>To address this issue, <strong>immediately review</strong> all API tokens created within the last seven days. <ul><li>Identify and <strong>revoke</strong> any tokens that are unnecessary or appear unauthorized.</li><li>Ensure that all API tokens have appropriate privileges and are associated with legitimate users or applications.</li><li>Consider implementing <strong>monitoring and alerting mechanisms</strong> to detect future unauthorized token creation.</li></ul> </p>",,,,,,"Purple Knight,Okta","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
627,Medium,,,Okta,New permission has been granted to a group,"The recent granting of elevated permissions to a group in Okta presents a potential security risk. This change, made within the last seven days, could lead to unauthorized alterations within the system if these permissions are misused. Elevated permissions enable users to perform higher-level tasks, which, if not monitored or controlled, could compromise system security and data integrity.",,<ul><li>Conduct a thorough review of the recent permission changes granted to the group in question. Ensure that these permissions are necessary and appropriate for the users involved.</li><li>Implement an audit process to regularly monitor user activities and permission levels.</li><li>Revoke any permissions deemed unnecessary or excessive to prevent potential misuse.</li><li>Consider setting up alerts for any future changes in permissions to ensure timely responses to unauthorized modifications.</li></ul>,,,,,,"Purple Knight,Okta","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
628,Medium,,,Okta,New permission has been granted to user,"In the past seven days, a user within the Okta system has been granted high-level privileges. Such an increase in user privileges can significantly elevate the risk of excessive access or potential insider threats. High privileges may allow the user to perform critical actions that could affect the security and integrity of the organization’s systems and data. This situation necessitates a prompt review to ensure that the granted permissions align with the user's role and responsibilities and do not pose unnecessary risks.",,<ul><li>Regularly <strong>monitor</strong> recent user privilege assignments within the Okta system.</li><li>Conduct a thorough <strong>validation</strong> process to ensure that any elevated roles assigned are indeed necessary and justified according to the user's job function.</li><li>Implement a formal <strong>approval workflow</strong> for granting high-level permissions to ensure accountability and transparency in the process.</li><li>Consider using <strong>automated tools</strong> for tracking and alerting on privilege changes to swiftly address any unauthorized or suspicious activities.</li></ul>,,,,,,"Purple Knight,Okta","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
629,Medium,,,Okta,New Super Admin permission has been granted to user,"The recent granting of 'Super Admin' permissions to a user within Okta represents a significant security risk. 'Super Admin' privileges provide the user with extensive control over the system, including the ability to manage settings, users, and security configurations. Such access should be closely monitored and restricted to prevent unauthorized actions that could compromise the integrity of the system. Failure to do so may lead to unauthorized changes, data breaches, or other security incidents.",,"<p>To address this risk, take the following steps:</p><ul><li>Implement strict policies to limit the assignment of 'Super Admin' privileges. Only assign this role to users who absolutely need it.</li><li>Regularly review and audit logs to track any changes made by users with 'Super Admin' permissions. This will help in identifying and responding to any unauthorized activities promptly.</li><li>Conduct periodic access reviews to ensure that user roles and permissions align with their job responsibilities, removing any unnecessary privileges.</li></ul>",,,,,,"Purple Knight,Okta","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
630,Medium,,,Okta,New Super Admin permissions has been granted to a group,"The assignment of 'Super Admin' permissions to a group in Okta introduces a significant security risk. This high-level access elevates the group's privileges to manage and configure the entire Okta environment, which can lead to an increased exposure to unauthorized activities if the group is misconfigured or compromised. Such access can potentially allow attackers to alter security settings, manage user accounts, and extract sensitive information, thereby posing a serious threat to the organization's security posture.",,"<p><strong>Steps to Mitigate:</strong></p><ul><li>Review and audit the groups that have been assigned 'Super Admin' privileges to ensure they are necessary and justified.</li><li>Implement conditional access policies to further restrict access based on certain criteria such as location, device, and time.</li><li>Regularly monitor the activities of these groups using logging and alerting mechanisms to detect any suspicious activities promptly.</li><li>Consider implementing a principle of least privilege, where users and groups are granted the minimum level of access necessary to perform their functions.</li><li>Conduct regular training and awareness programs for administrators on the importance of secure privilege management.</li></ul>",,,,,,"Purple Knight,Okta","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
646,Medium,,,Okta,Password policy check,"The password policies configured in Okta do not adhere to established best practices. This misalignment can significantly weaken the organization's defense mechanisms against brute force or credential stuffing attacks. Implementing strong password policies is critical as it serves as a frontline defense, ensuring that unauthorized users cannot easily compromise accounts through automated or manual attack methods.",,"<p>To address this issue, it is recommended to review and update the Okta password policies. Implement the following changes:</p><ul><li>Set a minimum password length of at least 12 characters.</li><li>Require the use of a combination of uppercase and lowercase letters, numbers, and special characters.</li><li>Implement password expiration policies and regular rotation.</li><li>Consider the use of multi-factor authentication (MFA) for an additional layer of security.</li></ul><p>By enforcing these enhancements, the risk of unauthorized access can be significantly mitigated.</p>",,,,,,"Purple Knight,Okta","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
690,Medium,,,Okta,User activation in the last 7 days,"The finding identifies users who have been activated in the Okta system within the last 7 days. This poses a security risk as unauthorized activations could allow attackers to gain access to sensitive systems and data. Without proper verification, these users might exploit permissions, leading to potential data breaches or system misuse.",,"<p>To remediate this issue, perform the following steps:</p><ul><li>Monitor the list of newly activated users on a daily basis.</li><li>Verify that each user activation was intentional and complies with the organization's access control policies.</li><li>Conduct regular audits of user activations to ensure adherence to security protocols.</li><li>Implement alerts for unusual activation patterns or discrepancies in user activity.</li></ul>",,,,,,"Purple Knight,Okta","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
692,Medium,,,Okta,User deactivation in the last 7 days,The recent deactivation of user accounts within the last 7 days could signal potential security breaches. Malicious actors often deactivate accounts to obscure their activities or to prevent legitimate users from accessing systems. This behavior is a potential indicator of attempts to evade detection and can lead to unauthorized access or data loss if not addressed immediately.,,"<p>Conduct a thorough audit of all recently deactivated user accounts. Verify that each deactivation was authorized by confirming with the account holder or the relevant department. Investigate patterns or anomalies in deactivations that could suggest malicious activity. Reinstate legitimate accounts if necessary, and enhance monitoring for unusual deactivation requests going forward. Ensure that deactivation processes are tightly controlled and documented.</p>",,,,,,"Purple Knight,Okta","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
